Press release,,Origin,,Sampling date,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,
Fukushima,"21 September,2011",Fukusima,"Nishigo Village
(inland waters)","15 September,2011","Whitespotted char(farmed)
(Salvelinus leucomaenis)",,6.4,Not detectable,,"Fukushima Agricultural Technology
Centre",6.4,ND,f,f
Fukushima,"21 September,2011",Fukusima,"Inawashiro Town
(inland waters)","16 September,2011","Whitespotted char(farmed)
(Salvelinus leucomaenis)",,13,Not detectable,,"Fukushima Agricultural Technology
Centre",13,ND,f,f
Fukushima,"21 September,2011",Fukusima,"Minami-aizu Town
(inland waters)","16 September,2011","Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"28 September,2011",Fukusima,"Kawauchi Village
(inland waters)","20 September,2011","Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"28 September,2011",Fukusima,"Hinoemata Village
(inland waters)","21 September,2011","Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"19 October,2011",Fukushima,Nishi-aizu Town (Agagawa River) (inland waters),"17 October,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,99,Not detectable,,"Fukushima Agricultural Technology
Centre",99,ND,f,f
Fukushima,"19 October,2011",Fukushima,Kitakata City (Agagawa River) (inland waters),"14 October,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,48,Not detectable,,"Fukushima Agricultural Technology
Centre",48,ND,f,f
Fukushima,"19 October,2011",Fukushima,Aizu-misato Town (Agagawa River) (inland waters),"12 October,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,43,Not detectable,,"Fukushima Agricultural Technology
Centre",43,ND,f,f
Fukushima,"19 October,2011",Fukushima,"Aizu-wakamatsu
Town
(Agagawa River)
(inland waters)","14 October,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,37,Not detectable,,"Fukushima Agricultural Technology
Centre",37,ND,f,f
Fukushima,"19 October,2011",Fukushima,Aizu-misato Town (Agagawa River) (inland waters),"14 October,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,55,Not detectable,,"Fukushima Agricultural Technology
Centre",55,ND,f,f
Gunma,"1 November ,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","27-28 October,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,685,Not detectable,,Gunma Agricultural Technology Center,685,ND,f,f
Fukushima,"16 November ,2011",Fukushima,"Aizu-wakamatsu
City
(Agagawa River)
(inland waters)","10 November ,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,30,Not detectable,,"Fukushima Agricultural Technology
Centre",30,ND,f,f
Fukushima,"16 November ,2011",Fukushima,Minami-aizu Town (Agagawa River) (inland waters),"12 November ,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"16 November ,2011",Fukushima,Kitakata City (Agagawa River) (inland waters),"13 November ,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,44,Not detectable,,"Fukushima Agricultural Technology
Centre",44,ND,f,f
Fukushima,"16 November ,2011",Fukushima,Nishi-aizu Town (Agagawa River) (inland waters),"13 November ,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,78,Not detectable,,"Fukushima Agricultural Technology
Centre",78,ND,f,f
Fukushima,"24 November ,2011",Fukushima,Yanaizu Town (Agagawa River) (inland waters),"18 November ,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,94,Not detectable,,"Fukushima Agricultural Technology
Centre",94,ND,f,f
Gunma,"29 November ,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","27 November ,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,659,Not detectable,,Gunma Agricultural Technology Center,659,ND,f,f
Fukushima,"21 December,2011",Fukushima,Kitakata City (Abukuma River) (inland waters),"17 December,2011","Japanese dace(wild)
(Tribolodon  hakonensis)",,30,Not detectable,,"Fukushima Agricultural Technology
Centre",30,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Nasu-karasuyama
City
(Nakagawa River)
(inland waters)","7 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,82.9,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",82.9,ND,f,f
Iwate,"27 February,2012",Iwate,Ichinoseki City (Satetsu River) (inland waters),"19 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,240,Not detectable,,Japan Chemical Analysis Center,240,ND,f,f
Iwate,"27 February,2012",Iwate,"Rikuzen-takata
City
(Yahagi River)
(inland waters)","15 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,225,Not detectable,,Private inspection facility,225,ND,f,f
Fukushima,"29 February,2012",Fukushima,Tanakura Town ('Kuji River) (inland waters),"26 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,300,Not detectable,,"Fukushima Agricultural Technology
Centre",300,ND,f,f
Fukushima,"29 February,2012",Fukushima,Shirakawa City (Abukuma River) (inland waters),"19 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,147,Not detectable,,"Fukushima Agricultural Technology
Centre",147,ND,f,f
Ibaraki,"2 March,2012",Ibaraki,Tashi Town (Kuji River) (inland waters),"24 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,50,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",50,ND,f,f
Tochigi,"8 March,2012",Tochigi,Kanuma City (Omoi River) (inland waters),"22 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",102.9,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",102.9,ND,f,f
Gunma,"13 March,2012",Gunma,Ueno Village (Kanna River) (inland waters),"20 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",3.5,,Not detectable,,Japan Chemical Analysis Center,3.5,ND,f,f
Gunma,"13 March,2012",Gunma,Kawaba Village (Usune River) (inland waters),"22 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",56,,Not detectable,,Japan Chemical Analysis Center,56,ND,f,f
Gunma,"13 March,2012",Gunma,Maebashi City (Tonegawa River) (inland waters),"7 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",36,,Not detectable,,Japan Chemical Analysis Center,36,ND,f,f
Fukushima,"14 March,2012",Fukushima,Tanakura Town (Kuji River) (inland waters),"11 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,99,Not detectable,,"Fukushima Agricultural Technology
Centre",99,ND,f,f
Fukushima,"14 March,2012",Fukushima,Tanakura Town (Shirako River) (inland waters),"11 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,192,Not detectable,,"Fukushima Agricultural Technology
Centre",192,ND,f,f
Ibaraki,"14 March,2012",Ibaraki,Daigo Town (Kuji River) (inland waters),"5 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,33,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",33,ND,f,f
Tochigi,"16 March,2012",Tochigi,"Nasu-karasuyama
City
(Nakagawa River)
(inland waters)","9 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",66.8,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",66.8,ND,f,f
Tochigi,"16 March,2012",Tochigi,Utsunomiya City (Kinugawa River) (inland waters),"9 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",49.8,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",49.8,ND,f,f
Tochigi,"16 March,2012",Tochigi,Kanuma City (Omoi River) (inland waters),"12 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",41.2,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",41.2,ND,f,f
Gunma,"16 March,2012",Gunma,Takayama Village (Nakuta River) (inland waters),"15 February,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,334,Not detectable,,Gunma Agricultural Technology Center,334,ND,f,f
Iwate,"19 March,2012",Iwate,Iwaizumi Town (Omoto River) (inland waters),"9 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Iwate,"19 March,2012",Iwate,"Morioka City
(Shizukuishi
River)","7 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",43,,Not detectable,,Japan Chemical Analysis Center,43,ND,f,f
Iwate,"19 March,2012",Iwate,Tono City (Kogarase River) (inland waters),"9 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",28,,Not detectable,,Japan Chemical Analysis Center,28,ND,f,f
Iwate,"19 March,2012",Iwate,Kitakata City (Wagagawa River) (inland waters),"5 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",41,,Not detectable,,Japan Chemical Analysis Center,41,ND,f,f
Iwate,"19 March,2012",Iwate,Kanesaki Town (Kurosawa River) (inland waters),"4 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",148,,Not detectable,,Japan Chemical Analysis Center,148,ND,f,f
Iwate,"19 March,2012",Iwate,Kamaishi City (Uozumai River) (inland waters),"6 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",90,,Not detectable,,Private inspection facility,90,ND,f,f
Fukushima,"28 March,2012",Fukushima,"Aizu-wakamatsu
City
(Agagawa River)
(inland waters)","18 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,11,Not detectable,,"Fukushima Agricultural Technology
Centre",11,ND,f,f
Fukushima,"28 March,2012",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","23 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,570,Not detectable,,"Fukushima Agricultural Technology
Centre",570,ND,f,f
Iwate,"27 March,2012",Iwate,Sumita Town (Kesen River) (inland waters),"21 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",151,,Not detectable,,Private inspection facility,151,ND,f,f
Iwate,"27 March,2012",Iwate,Ichinoseki City (Satetsu River) (inland waters),"18 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",176,,Not detectable,,Private inspection facility,176,ND,f,f
Iwate,"27 March,2012",Iwate,Ichinoseki City (ogawa River) (inland waters),"16 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",189,,Not detectable,,Private inspection facility,189,ND,f,f
Iwate,"27 March,2012",Iwate,Ichinoseki City (Tsuyagawa River) (inland waters),"15 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",66,,Not detectable,,Private inspection facility,66,ND,f,f
Tochigi,"28 March,2012",Tochigi,Knuma City (Araigawa River) (inland waters),"21 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",71.3,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",71.3,ND,f,f
Tochigi,"28 March,2012",Tochigi,Kanuma City (Omoi River) (inland waters),"22 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",88.2,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",88.2,ND,f,f
Ibaraki,"28 March,2012",Ibaraki,Offshore Hitachi-ota City (Satogawa River),"21 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,62,Not detectable,,Private inspection facility,62,ND,f,f
Tochigi,"30 March,2012",Tochigi,Kanuma City (Arai River) (inland waters),"28 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",22,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",22,ND,f,f
Tochigi,"30 March,2012",Tochigi,Kanuma City (Omoi River) (inland waters),"28 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,68.3,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",68.3,ND,f,f
Iwate,"30 March,2012",Iwate,"Ofunato City
(Morigawa River)
'(inrand waters)","27 March,2012","Japanese dace(wild)
(Tribolodon  hakonensis)",,96,Not detectable,,Japan Chemical Analysis Center,96,ND,f,f
Fukushima,"13 May, 2011",Fukushima,"Hanawa Town
(inland waters)","8 May, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,85,Not detectable,,Japan Chemical Analysis  Center,85,ND,f,f
Fukushima,"13 May, 2011",Fukushima,"Furudono Town
(inland waters)","8 May, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,156,Not detectable,,Japan Chemical Analysis  Center,156,ND,f,f
Fukushima,"19 May, 2011",Fukushima,"Kitashiobara
Village
(inland waters)","15 May, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,40,Not detectable,,Japan Chemical Analysis  Center,40,ND,f,f
Fukushima,"19 May, 2011",Fukushima,"Inawashiro Town
(inland waters)","16 May, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,117,Not detectable,,Japan Chemical Analysis  Center,117,ND,f,f
Fukushima,"26 May, 2011",Fukushima,Fukushima City (Surikami River) (inland waters),"20 May, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",800,,Not detectable,,Japan Chemical Analysis  Center,800,ND,f,f
Fukushima,"26 May, 2011",Fukushima,Dadami Town (Dagokura Lake) (inland waters),"18 May, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Fukushima,"26 May, 2011",Fukushima,"Inawashiro Town, Koriyama City and Aizuwakamatsu City
(Inawashiro Lake) (inland waters)","21 May, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",42,,Not detectable,,Japan Chemical Analysis  Center,42,ND,f,f
Fukushima,"2 June, 2011",Fukushima,Kaneyama Town (Nojiri River) (inland waters),"22 May, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,75,Not detectable,,Japan Chemical Analysis  Center,75,ND,f,f
Fukushima,"2 June, 2011",Fukushima,Shirakawa City (Abukuma River) (inland waters),"28 May, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,430,Not detectable,,Japan Chemical Analysis  Center,430,ND,f,f
Fukushima,"9 June, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"1 June, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,880,Not detectable,,Japan Chemical Analysis  Center,880,ND,f,f
Fukushima,"9 June, 2011",Fukushima,Motomiya City (Abukuma River) (inland waters),"4 June, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,330,Not detectable,,Japan Chemical Analysis  Center,330,ND,f,f
Fukushima,"9 June, 2011",Fukushima,Shimogo Town (Agagawa River) (inland waters),"5 June, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,36,Not detectable,,Japan Chemical Analysis  Center,36,ND,f,f
Fukushima,"16 June, 2011",Fukushima,Minami-soma City (Mano River) (inland waters),"10 June, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,"2,500",Not detectable,,Japan Chemical Analysis  Center,2500,ND,f,f
Fukushima,"29 June, 2011",Fukushima,Motomiya City (Abukuma River) (inland waters),"21 June, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,260,Not detectable,,"Fukushima Agricultural Technology
Centre",260,ND,f,f
Fukushima,"29 June, 2011",Fukushima,Minami-aizu Town (Agagawa River) (inland waters),"22 June, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,72,Not detectable,,"Fukushima Agricultural Technology
Centre",72,ND,f,f
Fukushima,"6 July, 2011",Fukushima,Nishi-aizu Town (Agagawa River) (inland waters),"2 July, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,210,Not detectable,,"Fukushima Agricultural Technology
Centre",210,ND,f,f
Fukushima,"6 July, 2011",Fukushima,Kitakata City (Agagawa River) (inland waters),"2 July, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,103,Not detectable,,"Fukushima Agricultural Technology
Centre",103,ND,f,f
Fukushima,"6 July, 2011",Fukushima,"Aizu-wakamatsu
City
(Agagawa River)
(inland waters)","2 July, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,53,Not detectable,,"Fukushima Agricultural Technology
Centre",53,ND,f,f
Fukushima,"13 July, 2011",Fukushima,Tadami Town (Tagokura Lake) (inland waters),"7 July, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"27 July, 2011",Fukushima,Koriyama City (Aga River) (inland waters),"22 July, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,80,Not detectable,,"Fukushima Agricultural Technology
Centre",80,ND,f,f
Fukushima,"27 July, 2011",Fukushima,Shimogo Town (Agagawa River) (inland waters),"24 July, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,36,Not detectable,,"Fukushima Agricultural Technology
Centre",36,ND,f,f
Fukushima,"27 July, 2011",Fukushima,Hinoemata Village (Agagawa River) (inland waters),"22 July, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,95,Not detectable,,"Fukushima Agricultural Technology
Centre",95,ND,f,f
Fukushima,"24 August, 2011",Fukushima,Nishi-aizu Town (Agagawa River) (inland waters),"19 August, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,132,Not detectable,,"Fukushima Agricultural Technology
Centre",132,ND,f,f
Fukushima,"24 August, 2011",Fukushima,Nishi-aizu Town (Agagawa River) (inland waters),"21 August, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,135,Not detectable,,"Fukushima Agricultural Technology
Centre",135,ND,f,f
Fukushima,"24 August, 2011",Fukushima,Kitakata City (Agagawa River) (inland waters),"20 August, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,86,Not detectable,,"Fukushima Agricultural Technology
Centre",86,ND,f,f
Fukushima,"24 August, 2011",Fukushima,Aizu-misato Town (Agagawa River) (inland waters),"22 August, 2011","Japanese dace(wild)
(Tribolodon hakonensis)",,63,Not detectable,,"Fukushima Agricultural Technology
Centre",63,ND,f,f
Fukushima,"7 September,2011",Fukushima,Yanaizu Town (Agagawa River) (inland waters),"4 September,2011","Japanese dace(wild)
(Tribolodon hakonensis)",,88,Not detectable,,"Fukushima Agricultural Technology
Centre",88,ND,f,f
Gunma,"12 September,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","9 September,2011","Japanese dace(wild)
(Tribolodon hakonensis)",,741,Not detectable,,Private inspection facility,741,ND,f,f
Fukushima,"14 September,2011",Fukusima,Kitakata City (Agagawa River) (inland waters),"10 September,2011","Japanese dace(wild)
(Tribolodon hakonensis)",,67,Not detectable,,"Fukushima Agricultural Technology
Centre",67,ND,f,f
Fukushima,"14 September,2011",Fukusima,"Aizu-wakamatsu
City
(Agagawa River)
(inland waters)","10 September,2011","Japanese dace(wild)
(Tribolodon hakonensis)",,39,Not detectable,,"Fukushima Agricultural Technology
Centre",39,ND,f,f
Tochigi,"30 March,2012",Tochigi,"Kanuma City
(inland waters)","22 March,2012","Japanese dace
(farmed)
(Tribolodon  hakonensis)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Nagano,"3 June, 2011",Nagano,"Saku City
(inland waters)","1 June, 2011","Japanese dace
(farmed)
(Tribolodon hakonensis)",Not detectable,,Not detectable,,"Nagano Environmental Conservation
Research Institute",ND,ND,f,f
Fukushima,"2 June, 2011",Fukushima,Kitashiobara Village (Onogawa Lake) (inland waters),"30 May, 2011","Signal crayfish
(Pacifastacus leniusculus)",,290,Not detectable,,Japan Chemical Analysis  Center,290,ND,f,c
